"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","description","description.1","data_processing","platform_id","contact_name","contact_email","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","pathological diagnostic:ch1","tissue type:ch1"
"GSM831807","964T","GSM831807","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","tumour","Homo sapiens","pathological diagnostic: papillary thyroid carcinoma (PTC)","tissue type: tumour","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","papillary thyroid carcinoma","964T-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831807/suppl/GSM831807_964T_Plus.CEL.gz","54675","papillary thyroid carcinoma (PTC)","tumour"
"GSM831808","1030N","GSM831808","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1030N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831808/suppl/GSM831808_1030N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831809","103N","GSM831809","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","103N_Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831809/suppl/GSM831809_103N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831810","1053N","GSM831810","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1053N-31-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831810/suppl/GSM831810_1053N_31_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831811","1144N","GSM831811","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1144N-1-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831811/suppl/GSM831811_1144N_1_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831812","1175N","GSM831812","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1175N-3-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831812/suppl/GSM831812_1175N_3_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831813","1190N","GSM831813","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1190N-7-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831813/suppl/GSM831813_1190N_7_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831814","1208N","GSM831814","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1208N-9-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831814/suppl/GSM831814_1208N_9_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831815","1224N","GSM831815","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1224N-11-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831815/suppl/GSM831815_1224N_11_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831816","1243N","GSM831816","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1243N-13-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831816/suppl/GSM831816_1243N_13_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831817","1247N","GSM831817","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1247N-15-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831817/suppl/GSM831817_1247N_15_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831818","130N","GSM831818","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","130N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831818/suppl/GSM831818_130N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831819","1319N","GSM831819","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1319N-27-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831819/suppl/GSM831819_1319N_27_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831820","1328N","GSM831820","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1328N-17-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831820/suppl/GSM831820_1328N_17_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831821","1337N","GSM831821","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1337N-19-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831821/suppl/GSM831821_1337N_19_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831822","1367N","GSM831822","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1367N-21-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831822/suppl/GSM831822_1367N_21_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831823","1426N","GSM831823","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1426N-23-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831823/suppl/GSM831823_1426N_23_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831824","144N","GSM831824","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","144N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831824/suppl/GSM831824_144N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831825","145N","GSM831825","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","145N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831825/suppl/GSM831825_145N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831826","147N","GSM831826","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","147N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831826/suppl/GSM831826_147N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831827","1486N","GSM831827","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1486N-25-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831827/suppl/GSM831827_1486N_25_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831828","1502N","GSM831828","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","1502N-5-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831828/suppl/GSM831828_1502N_5_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831829","165N","GSM831829","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","165N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831829/suppl/GSM831829_165N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831830","242N","GSM831830","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","242N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831830/suppl/GSM831830_242N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831831","243N","GSM831831","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","243N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831831/suppl/GSM831831_243N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831832","249N","GSM831832","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","249N-43-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831832/suppl/GSM831832_249N_43_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831833","307N","GSM831833","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","307N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831833/suppl/GSM831833_307N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831834","343N","GSM831834","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","343N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831834/suppl/GSM831834_343N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
"GSM831835","366N","GSM831835","Public on Nov 09 2012","Nov 11 2011","Nov 09 2012","RNA","1","patient-matched non-tumor control","Homo sapiens","pathological diagnostic: patient-matched non-tumor control","tissue type: patient-matched non-tumor","total RNA","Total RNA was extracted from thyroid tissues using Trizol reagent (Invitrogen), followed by purification on RNeasy columns (Qiagen). The RNA concentration was spectrophotometrically quantified, and its integrity was verified using an automated gel electrophoresis system (Experion, Biorad).","biotin","standard Affymetrix protocol","9606","standard Affymetrix protocol","standard Affymetrix protocol","patient-matched nontumor control","366N-Plus.CEL","CEL files were normalized with RMA using the affy Bioconductor package","GPL570","Gil,,Tomas","gil.tomas@ulb.ac.be","IRIBHM","ULB","808 route de Lennik","Brussels","1070","Belgium","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM831nnn/GSM831835/suppl/GSM831835_366N_Plus.CEL.gz","54675","patient-matched non-tumor control","patient-matched non-tumor"
